,Laptop Models,Operating System,Screen Size,Screen Resolution,Touchscreen,Processor,Graphics Processor,RAM,Hard Drive Capacity,Weight,Webcam,Fingerprint Scanner,Price
92,HP 15s-ey1509AU (832R0PA) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1366 x 768 pixels,No,AMD Dual-Core Athlon,AMD Radeon,8GB,512GB,1.7 Kg,Yes,,"Rs. 31,990"
93,HP 15s-FR2006TU (34W78PA) (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,512GB,1.75 Kg,Yes,Yes,"Rs. 40,300"
94,HP 15s-fq5111TU (6P129PA) (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,8GB,512GB,1.69 Kg,Yes,No,"Rs. 54,990"
95,Asus E203MA-FD014T (Intel Celeron Dual Core 2GB 32GB SSD Windows 10) Laptop,Windows 10 Home Basic,11.6 inch(29.46 cm),1366 x 768 pixels,No,Intel Celeron Dual-Core,Intel UHD 600,2GB,32GB,0.99 Kg,Yes,No,"Rs. 38,688"
96,Lenovo 310 (80SM01EFIH) (Intel Core i5 (6th Gen) 8GB 1TB HDD 2GB Graphics Windows 10) Laptop,Windows 10,15.6 inch(39.62 cm),1366 x 768 pixels,No,Intel Core i5 (6th Gen),NVIDIA GeForce N16V-GMR1,8GB,1TB,2.2 Kg,Yes,No,"Rs. 49,490"
97,Dell 14 3480 (C552106UIN9) (Intel Core i5 (8th Gen) 8GB 1TB HDD 2GB Graphics ) Laptop,Linux,14 inch(35.56 cm),1366 x 768 pixels,No,Intel Core i5 (8th Gen),AMD Radeon 520,8GB,1TB,1.79 Kg,Yes,No,"Rs. 44,990"
98,HP 14s-fq0568AU (6C4A9PA) ( 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1366 x 768 pixels,No,AMD Dual-Core Athlon,AMD Radeon,8GB,256GB,1.41 Kg,Yes,,"Rs. 30,300"
99,Asus C523NA-A20303 (Intel Celeron Dual Core 4GB 64GB SSD ) Laptop,Google Chrome,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Celeron Dual-Core,Intel HD 500,4GB,64GB,1.69 Kg,Yes,No,"Rs. 18,990"
100,Asus X413EA-EK511TS (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,512GB,1.40 Kg,Yes,No,"Rs. 59,990"
101,HP 15s-du1066TU (25U53PA) (Intel Core i3 (10th Gen) 8GB 1TB HDD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (10th Gen),Intel UHD,8GB,1TB,1.74 Kg,Yes,No,"Rs. 39,400"
102,Samsung XE500C13-K03US (Intel Celeron Dual Core 4GB 32GB SSD ) Laptop,Google Chrome,11.6 inch(29.46 cm),1366 x 768 pixels,No,Intel Celeron Dual-Core,Intel HD 400,4GB,32GB,1.15 Kg,Yes,,"Rs. 43,842"
103,Asus X413EA-EB513TS (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,512GB,1.40 Kg,Yes,Yes,"Rs. 44,890"
104,Lenovo 15ITL6 (82H802XXIN) (Intel Core i5 (11th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,16GB,512GB,1.6 Kg,Yes,,"Rs. 48,990"
105,Asus S3402ZA-KM501WS (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2880 x 1800 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,1.50 Kg,Yes,Yes,"Rs. 74,990"
106,Asus S3402ZA-KM502WS (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2880 x 1800 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,1.50 Kg,Yes,Yes,"Rs. 66,990"
107,Asus X515MA-BR024WS ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1366 x 768 pixels,No,Intel Celeron Dual-Core,Intel UHD,8GB,512GB,1.80 Kg,Yes,Yes,"Rs. 30,990"
108,Dell 3405 (D552202WIN9D) ( 8GB 256GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,AMD Quad-Core Ryzen 5,AMD Radeon Vega 8,8GB,256GB,1.59 Kg,Yes,,"Rs. 44,990"
109,Asus X515JA-EJ372TS (Intel Core i3 (10th Gen) 4GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (10th Gen),Intel UHD,4GB,512GB,1.80 Kg,Yes,Yes,"Rs. 35,990"
110,HP 15s-eq2182AU (6K7U2PA) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon,16GB,512GB,1.69 Kg,Yes,,"Rs. 45,890"
111,HP 14-fq0010nr (1F8K4UA) ( 4GB Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1366 x 768 pixels,No,AMD Dual-Core APU,AMD Radeon,4GB,,1.46 Kg,Yes,,"Rs. 42,321"
112,HP 15-ec1025AX (183J8PA) (Ryzen 7 8GB 512GB SSD 4GB Graphics Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA GeForce GTX 1650 Ti,8GB,512GB,1.98 Kg,Yes,No,"Rs. 57,900"
113,Dell 3511 (D560860WIN9BE) (Intel Core i3 (11th Gen) 8GB 1TB256GB SSD HDD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,1TB,1.8 Kg,Yes,No,"Rs. 39,960"
114,Lenovo Slim 3 (82H802KVIN) (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Integrated,8GB,512GB,1.65 Kg,Yes,,"Rs. 46,800"
115,HP 14s-dq5007TU (695R9PA) (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,8GB,512GB,1.92 Kg,Yes,No,"Rs. 57,990"
116,HP 14s-DQ2535TU (3V7P2PA) (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1366 x 768 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,512GB,1.46 Kg,Yes,No,"Rs. 61,000"
117,Asus FA706IHRB-HX041W ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA GeForce GTX 1650,8GB,512GB,2.60 Kg,Yes,No,"Rs. 60,990"
118,HP 14s-dq3017TU (3Y0H4PA) (Intel Celeron Dual Core 8GB 256GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1366 x 768 pixels,No,Intel Celeron Dual-Core,Intel UHD,8GB,256GB,1.46 Kg,Yes,No,"Rs. 30,500"
119,Asus X515JA-EJ362TS (Intel Core i3 (10th Gen) 8GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i3 (10th Gen),Intel UHD,8GB,512GB,1.8 Kg,Yes,Yes,"Rs. 34,490"
120,Lenovo 3 (81WB01EBIN) (Intel Core i3 (10th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (10th Gen),Intel UHD,8GB,512GB,1.7 Kg,Yes,No,"Rs. 37,500"
121,HP 15-fa0070TX (6Z2P5PA) (Intel Core i5 (12th Gen) 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),NVIDIA GeForce GTX 1650,8GB,512GB,2.37 Kg,Yes,,"Rs. 83,027"
122,HP 14-dv2014TU (6K9C3PA) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,1.41 Kg,Yes,Yes,"Rs. 65,990"
123,HP 14s-DQ3018TU (3Y0H5PA) (Intel Pentium Dual Core 8GB 256GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1366 x 768 pixels,No,Intel Pentium Quad-Core,Intel UHD,8GB,256GB,1.47 Kg,Yes,No,"Rs. 30,999"
124,HP 15s-du3563TU (5R7P3PA) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1366 x 768 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,512GB,1.75 Kg,Yes,No,"Rs. 38,300"
125,Lenovo Gaming 3 15ARH05 (82EY0024IN) (Ryzen 7 8GB 1TB256GB SSD HDD 4GB Graphics Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA GeForce GTX 1650,8GB,1TB,2.2 Kg,Yes,No,"Rs. 59,990"
126,HP 15s-FQ2535TU (3V2N1PA) (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,512GB,1.69 Kg,Yes,Yes,"Rs. 57,500"
127,Infinix INBook X2 Slim XL23 (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,512GB,1.24 Kg,Yes,No,"Rs. 30,490"
128,Infinix INBook X1 XL11 (Intel Core i5 (10th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (10th Gen),Intel UHD,8GB,512GB,1.48 Kg,Yes,No,"Rs. 47,999"
129,Dell 3511 (D560801WIN9B) (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD Graphics,8GB,512GB,1.8 Kg,Yes,,"Rs. 37,990"
130,Avita Ultimus S111 NU14A1INC43PN-CS ( 4GB 128GB SSD Windows 11) Laptop,Windows 11 Home Basic,14.1 inch(35.81 cm),1920 x 1080 pixels,No,Intel Celeron Dual-Core,Intel UHD,4GB,128GB,1.30 Kg,"Yes, 2 MP",,"Rs. 16,490"
131,Asus K513EA-L302TS (Intel Core i3 (11th Gen) 8GB 256GB SSD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,256GB,1.80 Kg,Yes,No,"Rs. 41,990"
132,HP 15s-eq1559AU (6P9A3PA) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1366 x 768 pixels,No,AMD Dual-Core Athlon,AMD Radeon,8GB,512GB,1.7 Kg,Yes,No,"Rs. 29,990"
133,Asus X515JA-EJ322TS (Intel Core i3 (10th Gen) 8GB 1TB HDD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (10th Gen),Intel UHD,8GB,1TB,1.80 Kg,Yes,Yes,"Rs. 35,990"
134,HP 16-e0162AX (4N0W7PA) (Ryzen 5 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16.1 inch(40.89 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon RX 5500M,8GB,512GB,2.48 Kg,Yes,No,"Rs. 58,750"
135,Lenovo 15 Gen 3 (21A4A08WIH) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Quad-Core Ryzen 3,AMD Radeon,8GB,512GB,1.7 Kg,Yes,Yes,"Rs. 37,999"
136,HP 14a-na0003TU (2Z332PA) (Intel Celeron Dual Core 4GB 64GB SSD ) Laptop,Google Chrome,14 inch(35.56 cm),1366 x 768 pixels,No,Intel Celeron Dual-Core,Intel UHD 600,4GB,64GB,1.46 Kg,Yes,No,"Rs. 27,990"
137,Acer A715-76G (NH.QMFSI.004) (Intel Core i5 (12th Gen) 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),NVIDIA GeForce GTX 3050,16GB,512GB,2.1 Kg,Yes,,"Rs. 65,990"
138,HP 15q-dy0004au (5JS20PA) (Ryzen 3 4GB 1TB HDD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1366 x 768 pixels,No,AMD Dual-Core Ryzen 3,AMD Radeon Vega 3,4GB,1TB,1.77 Kg,Yes,No,"Rs. 32,917"
139,Dell 3525 (D560766WIN9BE) ( 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Dual-Core Athlon,AMD Radeon,8GB,256GB,1.68 Kg,Yes,No,"Rs. 31,990"
140,Acer One 14 Z8-415 (UN.599SI.009) (Intel Core i3 (11th Gen) 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel Integrated,8GB,256GB,1.49 Kg,Yes,,"Rs. 27,990"
141,Acer SF314-512 (NX.K7HSI.001) (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2560 x 1440 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,8GB,512GB,1.25 Kg,Yes,Yes,"Rs. 59,990"
142,Lenovo (81X800LAIN) (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,512GB,1.70 Kg,Yes,No,"Rs. 38,000"
143,Asus FA766IC-HX005T (Ryzen 7 16GB 512GB SSD 4GB Graphics Windows 10) Laptop,Windows 10 Home Basic,17.3 inch(43.94 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050,16GB,512GB,2.60 Kg,Yes,No,"Rs. 81,990"
144,Lenovo V15 G2 (82QYA00MIN) ( 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Celeron Dual-Core,Intel UHD,8GB,256GB,1.70 Kg,Yes,,"Rs. 24,490"
145,Asus S3402ZA-LY522WS (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,8GB,512GB,1.50 Kg,Yes,Yes,"Rs. 54,990"
146,Asus G513IC-HN025W ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050,8GB,512GB,2.10 Kg,,,"Rs. 87,990"
147,Asus FA506IHRZ-HN112W ( 8GB 1TB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA GeForce GTX 1650,8GB,1TB,2.30 Kg,Yes,,"Rs. 62,990"
148,Apple M1 Pro MKGQ3HN/A ( 16GB 1TB SSD macOS Monterey) Laptop,macOS Monterey,14.2 inch(36.07 cm),3072 x 1920 pixels,No,,Apple M1,16GB,1TB,1.6 Kg,Yes,Yes,"Rs. 2,22,990"
149,Lenovo 1 11IGL05 (81VT009UIN) ( 4GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,11.6 inch(29.46 cm),1366 x 768 pixels,No,Intel Celeron Dual-Core,Intel UHD,4GB,256GB,1.20 Kg,Yes,No,"Rs. 23,250"
150,HP 15-ec1021AX (183L9PA) (Ryzen 7 8GB 1TB HDD 4GB Graphics Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA Geforce GTX 1650,8GB,1TB,2.04 Kg,Yes,No,"Rs. 56,900"
151,Acer AN515-57 (NH.QD8SI.002) ( 8GB 1TB256GB SSD HDD 4GB Graphics Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce RTX 3050,8GB,1TB,2.4 Kg,Yes,No,"Rs. 77,400"
152,HP 15s-du3517TU (637X2PA) (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,Yes,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,512GB,1.75 Kg,Yes,No,"Rs. 55,490"
153,HP x360 14-dw1036TU (2R2H3PA) (Intel Core i3 (11th Gen) 8GB 256GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,Yes,Intel Core i3 (11th Gen),Intel UHD,8GB,256GB,1.61 Kg,Yes,Yes,"Rs. 52,185"
154,Acer EX215-54 (NX.EGJSI.00T) (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,512GB,,Yes,,"Rs. 33,999"
155,Lenovo S145 (81UT00KWIN) (Ryzen 3 4GB 1TB HDD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Dual-Core Ryzen 3,AMD Radeon Vega 3,4GB,1TB,1.85 Kg,Yes,No,"Rs. 32,750"
156,Lenovo (82FG0125IN) (Intel Core i5 (11th Gen) 16GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,16GB,512GB,1.66 Kg,Yes,No,"Rs. 59,500"
157,Lenovo 3 15IAU7 (82RK00EEIN) (Intel Core i3 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (12th Gen),Intel UHD,8GB,512GB,1.63 Kg,Yes,,"Rs. 41,990"
158,HP 14-EC1019AU (6D9T7PA) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon,16GB,512GB,1.41 Kg,Yes,Yes,"Rs. 60,000"
159,HP 14-ec1003AU (689H4PA) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon,8GB,512GB,1.41 Kg,Yes,,"Rs. 51,990"
160,HP 14s-DQ3018TU (3Y0H5PA) (Intel Pentium Dual Core 8GB 256GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1366 x 768 pixels,No,Intel Pentium Quad-Core,Intel UHD,8GB,256GB,1.47 Kg,Yes,No,"Rs. 30,999"
161,HP 14-fq1025nr (51N12UA) ( 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon,8GB,256GB,1.46 Kg,Yes,,"Rs. 78,903"
162,HP 15s-du3563TU (5R7P3PA) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1366 x 768 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,512GB,1.75 Kg,Yes,No,"Rs. 38,300"
163,Lenovo Gaming 3 15ARH05 (82EY0024IN) (Ryzen 7 8GB 1TB256GB SSD HDD 4GB Graphics Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA GeForce GTX 1650,8GB,1TB,2.2 Kg,Yes,No,"Rs. 59,990"
164,HP 15s-FQ2535TU (3V2N1PA) (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,512GB,1.69 Kg,Yes,Yes,"Rs. 56,999"
165,Infinix INBook X2 Slim XL23 (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,512GB,1.24 Kg,Yes,No,"Rs. 30,490"
166,Asus F510UA-AH55 (Intel Core i5 (8th Gen) 8GB 1TB HDD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch,1920 x 1080 pixels,No,Intel Core i5 (8th Gen),Intel UHD 620,8GB,1TB,1.67 Kg,Yes,Yes,"Rs. 86,603"
167,Infinix INBook X1 XL11 (Intel Core i5 (10th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (10th Gen),Intel UHD,8GB,512GB,1.48 Kg,Yes,No,"Rs. 47,999"
168,HP 15s-fq4021TU (546K8PA) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,512GB,1.69 Kg,Yes,No,"Rs. 59,800"
169,Dell 3511 (D560801WIN9B) (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD Graphics,8GB,512GB,1.8 Kg,Yes,,"Rs. 37,490"
170,Avita Ultimus S111 NU14A1INC43PN-CS ( 4GB 128GB SSD Windows 11) Laptop,Windows 11 Home Basic,14.1 inch(35.81 cm),1920 x 1080 pixels,No,Intel Celeron Dual-Core,Intel UHD,4GB,128GB,1.30 Kg,"Yes, 2 MP",,"Rs. 16,490"
171,Asus K513EA-L302TS (Intel Core i3 (11th Gen) 8GB 256GB SSD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,256GB,1.80 Kg,Yes,No,"Rs. 41,990"
172,HP 15s-eq1559AU (6P9A3PA) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1366 x 768 pixels,No,AMD Dual-Core Athlon,AMD Radeon,8GB,512GB,1.7 Kg,Yes,No,"Rs. 29,990"
173,Asus X515JA-EJ322TS (Intel Core i3 (10th Gen) 8GB 1TB HDD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (10th Gen),Intel UHD,8GB,1TB,1.80 Kg,Yes,Yes,"Rs. 35,990"
174,HP 16-e0162AX (4N0W7PA) (Ryzen 5 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16.1 inch(40.89 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon RX 5500M,8GB,512GB,2.48 Kg,Yes,No,"Rs. 58,750"
175,Lenovo 15 Gen 3 (21A4A08WIH) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Quad-Core Ryzen 3,AMD Radeon,8GB,512GB,1.7 Kg,Yes,Yes,"Rs. 37,999"
176,HP 14a-na0003TU (2Z332PA) (Intel Celeron Dual Core 4GB 64GB SSD ) Laptop,Google Chrome,14 inch(35.56 cm),1366 x 768 pixels,No,Intel Celeron Dual-Core,Intel UHD 600,4GB,64GB,1.46 Kg,Yes,No,"Rs. 27,990"
177,Acer A715-76G (NH.QMFSI.004) (Intel Core i5 (12th Gen) 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),NVIDIA GeForce GTX 3050,16GB,512GB,2.1 Kg,Yes,,"Rs. 65,990"
178,HP 15q-dy0004au (5JS20PA) (Ryzen 3 4GB 1TB HDD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1366 x 768 pixels,No,AMD Dual-Core Ryzen 3,AMD Radeon Vega 3,4GB,1TB,1.77 Kg,Yes,No,"Rs. 32,917"
179,Dell 3525 (D560766WIN9BE) ( 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Dual-Core Athlon,AMD Radeon,8GB,256GB,1.68 Kg,Yes,No,"Rs. 31,990"
180,Acer One 14 Z8-415 (UN.599SI.009) (Intel Core i3 (11th Gen) 8GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel Integrated,8GB,256GB,1.49 Kg,Yes,,"Rs. 27,990"
181,Acer SF314-512 (NX.K7HSI.001) (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2560 x 1440 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,8GB,512GB,1.25 Kg,Yes,Yes,"Rs. 59,990"
182,Lenovo Slim 5 (82FG014DIN) (Intel Core i5 (11th Gen) 16GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,16GB,512GB,1.66 Kg,Yes,Yes,"Rs. 61,300"
183,HP 15s-fq3071TU (832R1PA) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1366 x 768 pixels,No,Intel Celeron Dual-Core,Intel UHD,8GB,512GB,1.65 Kg,Yes,,"Rs. 31,075"
