Laptop Model,Features,Price,Links
Dell 3520 (D560885WIN9S) (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F Display', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (12th Gen)', 'Processor Model': '1235U', 'Processor Clock Speed': '4.2GHz', 'Cache': '12 MB', 'Graphics Processor': 'Intel UHD', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '2666MHz', 'Hard Drive Capacity': '512GB', 'Weight': '1.65 Kg', 'Dimensions (mm)': '358.5 x 235.5 x 21', 'Colour': 'Platinum Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.1', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'Waves MaxxAudio Pro', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit Chiclet Keyboard'}","Rs. 58,990",https://pricebaba.com/laptop/dell-3520-d560885win9s-intel-core-i5-12th-gen-8gb-512gb-ssd-windows
Dell 14 3400 (D552183WIN9DE) (Intel Core i5 (11th Gen) 8GB 512GB SSD 2GB Graphics Windows 10) Laptop,"{'Operating System': 'Windows 10 Home Basic', 'Screen Size': '14 inch(35.56 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Type': 'LED', 'Display Feature': 'Anti-glare Display', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (11th Gen)', 'Processor Model': '1135G7', 'Processor Clock Speed': '2.4GHz', 'Cache': '8 MB', 'Graphics Processor': 'NVIDIA GeForce MX330', 'Graphics Memory': '2 GB', 'RAM': '8GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'RAM Speed': '2666MHz', 'Hard Drive Capacity': '512GB', 'Weight': '1.58 Kg', 'Dimensions (mm)': '329 x 240 x 20', 'Colour': 'Dune', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Battery, AC Adapter, User Guide', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 4.1', 'Optical Drive': 'No', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Battery Life (Up to)': '10 Hrs', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad with Multi-Touch Gestures Enabled', 'Keyboard': 'English International Non Backlit Keyboard', 'Fingerprint Scanner': 'No'}","Rs. 57,999",https://pricebaba.com/laptop/dell-14-3400-d552183win9de-intel-core-i5-11th-gen-8gb-2gb-graphics-windows
Lenovo 14ITL05 (81X700DNIN) (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '14 inch(35.56 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Touchscreen': 'No', 'Processor': 'Intel Core i3 (11th Gen)', 'Processor Model': '1115G4', 'Processor Clock Speed': '4.0GHz', 'Graphics Processor': 'Intel Integrated', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 12GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '512GB', 'Weight': '1.50 Kg', 'Dimensions (mm)': '327 x 241 x 20', 'Colour': 'Platinum Grey', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 2', 'USB 3.0': 'Yes, 1', 'Bluetooth': 'Yes', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion'}","Rs. 38,550",https://pricebaba.com/laptop/lenovo-14itl05-81x700dnin-intel-core-i3-11th-gen-8gb-512gb-ssd-windows
Acer A315-58 (UN.ADDSI.053) (Intel Core i3 (11th Gen) 8GB 256GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F, Acer ComfyView TM LED-backlit TFT LCD', 'Touchscreen': 'No', 'Processor': 'Intel Core i3 (11th Gen)', 'Processor Model': '1115G4', 'Processor Clock Speed': '1.7GHz', 'Graphics Processor': 'Intel UHD', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 12GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '256GB', 'Weight': '1.7 Kg', 'Dimensions (mm)': '363.4 x 238.4 x 19.9', 'Colour': 'Pure Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.0', 'Input': 'Headphone + Microphone Combo Jack', 'Speakers': 'Yes', 'Webcam': 'Yes', 'Adapter': '45 W', 'Battery Life (Up to)': '8 Hrs', 'Battery Cell': '2 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad with Multi-touch Gesture Support', 'Keyboard': '100-/101-/104-key FineTip keyboard with independent numeric keypad, international language support, and power button', 'Fingerprint Scanner': 'No'}","Rs. 37,550",https://pricebaba.com/laptop/acer-a315-58-un-addsi-053-intel-core-i3-11th-gen-8gb-256gb-ssd-windows
Acer AN515-44 (NH.Q9MSI.004) (Ryzen 7 8GB 1TB256GB SSD HDD 4GB Graphics Windows 10) Laptop,"{'Operating System': 'Windows 10 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Type': 'LED', 'Display Feature': 'LED Backlit ComfyView IPS Display (16:9 Aspect Ratio, 45% NTSC Color Gamut)', 'Touchscreen': 'No', 'Processor': 'AMD Octa-Core Ryzen 7', 'Processor Model': '4800H', 'Processor Clock Speed': '2.9GHz', 'Cache': '12 MB', 'Graphics Processor': 'NVIDIA Geforce GTX 1650', 'Graphics Memory': '4 GB', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Type': 'HDD SATA', 'Hard Drive Capacity': '1TB', 'Hard Drive Speed': '5400 RPM', 'Weight': '2.3 Kg', 'Dimensions (mm)': '363.4 x 255 x 23.9', 'Colour': 'Obsidian Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Battery, AC Adapter, User Guide', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.0', 'Optical Drive': 'No', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Speakers': 'Yes', 'Audio Technology': 'DTS X: Ultra Audio, Acer Purified Voice Technology, Acer TrueHarmony Technology', 'Webcam': 'Yes', 'Adapter': '135 W AC Adapter W', 'Battery Life (Up to)': '10 Hrs', 'Battery Cell': '4 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad with Multi-Touch Gestures Enabled', 'Keyboard': 'FineTip RGB Backlit Keyboard with Independent Standard Numeric Keypad (International Language Support)', 'Fingerprint Scanner': 'No'}","Rs. 79,890",https://pricebaba.com/laptop/acer-an515-44-nh-q9msi-004-ryzen-7-8gb-1tb-hdd-4gb-graphics-windows
Lenovo TB13s ITL Gen 2 (20V9A05HIH) (Intel Core i5 (11th Gen) 16GB 512GB SSD Windows 10) Laptop,"{'Operating System': 'Windows 10 Home Basic', 'Screen Size': '15 inch(38.1 cm)', 'Screen Resolution': '2560 x 1600 pixels', 'Display Type': 'LED', 'Display Feature': 'WQXGA IPS Anti-glare Display', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (11th Gen)', 'Processor Model': '1135G7', 'Processor Clock Speed': '2.4GHz', 'Cache': '8 MB', 'Graphics Processor': 'Intel Iris Xe', 'RAM': '16GB', 'Memory Slots': '1', 'RAM Type': 'LPDDR4X', 'RAM Speed': '4266MHz', 'Hard Drive Capacity': '512GB', 'Weight': '1.26 Kg', 'Dimensions (mm)': '299 x 210 x 14.9', 'Colour': 'Mineral Gray', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Battery, AC Adapter, User Guide', 'USB 2.0': 'Yes, 3', 'USB 3.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.1', 'Optical Drive': 'No', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'Dolby Audio', 'Webcam': 'Yes', 'Adapter': '65 W AC Adapter W', 'Battery Cell': '4 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad with Multi-Touch Gestures Enabled', 'Keyboard': 'Backlit Chiclet Keyboard', 'Fingerprint Scanner': 'No'}","Rs. 64,990",https://pricebaba.com/laptop/lenovo-tb13s-itl-gen-2-20v9a05hih-intel-core-i5-11th-gen-16gb-windows
HP 15-dw2025cl (2Z155UA) (Intel Core i5 (10th Gen) 12GB 1TB HDD Windows 10) Laptop,"{'Operating System': 'Windows 10', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1366 x 768 pixels', 'Display Feature': 'Touchscreen SVA WLED-Backlit (1366 x 768) Display', 'Touchscreen': 'Yes', 'Processor': 'Intel Core i5 (10th Gen)', 'Processor Model': '1035G1', 'Processor Clock Speed': '1.0GHz', 'Graphics Processor': 'Intel UHD', 'RAM': '12GB', 'RAM Type': 'DDR4', 'RAM Speed': '2666MHz', 'Hard Drive Type': 'HDD SATA', 'Hard Drive Capacity': '1TB', 'Hard Drive Speed': '5400 RPM', 'Weight': '1.78 Kg', 'Dimensions (mm)': '358 x 242 x 20', 'Colour': 'Silver', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 2', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit Keyboard'}","Rs. 1,02,569",https://pricebaba.com/laptop/hp-15-dw2025cl-2z155ua-intel-core-i5-10th-gen-12gb-1tb-hdd-windows
Lenovo E14 (20RAS0SD00) (Intel Core i3 (10th Gen) 8GB 256GB SSD Windows 10) Laptop,"{'Operating System': 'Windows 10 Home Basic', 'Screen Size': '14 inch(35.56 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'Display, Anti Glare Technology', 'Touchscreen': 'No', 'Processor': 'Intel Core i3 (10th Gen)', 'Processor Model': '10110U', 'Processor Clock Speed': '2.1GHz', 'Cache': '4 MB', 'Graphics Processor': 'Intel UHD Graphics', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 16GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '256GB', 'Weight': '1.77 Kg', 'Dimensions (mm)': '325 x 232 x 21', 'Colour': 'Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '12.8 Hrs', 'Battery Type': 'Li-Ion', 'Keyboard': 'Spill Resistant Keyboard'}","Rs. 51,990",https://pricebaba.com/laptop/lenovo-e14-20ras0sd00-intel-core-i3-10th-gen-8gb-256gb-ssd-windows
Asus G513QE-HF146T ( 16GB 1TB SSD 4GB Graphics Windows 10) Laptop,"{'Operating System': 'Windows 10', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F Display', 'Touchscreen': 'No', 'Processor': 'AMD Octa-Core Ryzen 9', 'Processor Model': '5900H', 'Graphics Processor': 'NVIDIA GeForce RTX 3050 Ti', 'Graphics Memory': '4 GB', 'RAM': '16GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '1TB', 'Weight': '5.24 Kg', 'Dimensions (mm)': '380 x 320 x 40', 'Colour': 'Eclipse Gray', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes', 'Input': 'Headphone + Microphone Combo Jack', 'Adapter': '65 W', 'Battery Type': 'Li-Ion'}","Rs. 1,15,000",https://pricebaba.com/laptop/asus-g513qe-hf146t-16gb-1tb-ssd-4gb-graphics-windows
Dell 3525 (D560760WIN9B) ( 8GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F WVA AG Narrow Border 120Hz 250 nits & Radeon Graphics', 'Touchscreen': 'No', 'Processor': 'AMD Quad-Core Ryzen 3', 'Processor Model': '5425U', 'Processor Clock Speed': '2.7GHz', 'Cache': '8 MB', 'Graphics Processor': 'AMD Radeon', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 16GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Capacity': '512GB', 'Weight': '1.68 Kg', 'Dimensions (mm)': '358 x 235 x 17', 'Colour': 'Carbon Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad', 'Keyboard': 'Standard Keyboard', 'Fingerprint Scanner': 'Yes'}","Rs. 40,990",https://pricebaba.com/laptop/dell-3525-d560760win9b-8gb-512gb-ssd-windows
HP 14-fq0080nr (26Z02UA) ( 4GB Windows 10) Laptop,"{'Operating System': 'Windows 10', 'Screen Size': '14 inch(35.56 cm)', 'Screen Resolution': '1366 x 768 pixels', 'Display Feature': 'Diagonal, (1366 x 768), touch, micro-edge, BrightView, 220 nits, 45% NTSC', 'Touchscreen': 'Yes', 'Chipset': 'AMD Integrated SoC', 'Processor': 'AMD Dual-Core Athlon', 'Processor Model': '3020e', 'Processor Clock Speed': '1.2GHz', 'Cache': '4 MB', 'Graphics Processor': 'AMD Radeon', 'RAM': '4GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '2400MHz', 'Weight': '1.46 Kg', 'Dimensions (mm)': '324 x 225 x 17.9', 'Colour': 'Natural Silver', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '9.30 Hrs', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion'}","Rs. 46,686",https://pricebaba.com/laptop/hp-14-fq0080nr-26z02ua-4gb-windows
MSI 11UE-485IN ( 16GB 512GB SSD 6GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '17.3 inch(43.94 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F (1920*1080), 144Hz 45% NTSC', 'Touchscreen': 'No', 'Processor': 'Intel Core i7 (11th Gen)', 'Processor Model': '11800H', 'Processor Clock Speed': '4.7GHz', 'Graphics Processor': 'NVIDIA GeForce RTX 3060', 'Graphics Memory': '6 GB', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 64GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Capacity': '512GB', 'Weight': '2.60 Kg', 'Dimensions (mm)': '273 x 398 x 25', 'Colour': 'Black', 'Warranty': '2 Years', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 1', 'USB 3.0': 'Yes, 3', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit'}","Rs. 89,500",https://pricebaba.com/laptop/msi-11ue-485in-16gb-512gb-ssd-6gb-graphics-windows
Lenovo E15 Gen 2 (20TDS0GK00) ( 8GB 512GB SSD 512MB Graphics Windows 10 Pro) Laptop,"{'Operating System': 'Windows 10 Professional', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F Display', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (11th Gen)', 'Processor Model': '1115G4', 'Processor Clock Speed': '4.2GHz', 'Graphics Processor': 'Intel Integrated', 'Graphics Memory': '512 MB', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '512GB', 'Weight': '1.70 Kg', 'Dimensions (mm)': '365 x 240 x 19', 'Colour': 'Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 1', 'USB 3.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.2', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '7 Hrs', 'Battery Type': 'Li-Ion', 'Fingerprint Scanner': 'Yes'}","Rs. 81,999",https://pricebaba.com/laptop/lenovo-e15-gen-2-20tds0gk00-8gb-512gb-ssd-512mb-graphics-windows
Lenovo 14ITL5 (82BG00BSIN) (Intel Core i7 (11th Gen) 16GB 1TB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '14 inch(35.56 cm)', 'Screen Resolution': '3840 x 2160 pixels', 'Display Feature': 'Ultra 4K, Brightness: 500 nits, IPS, Glossy, 90% DCI-P3, DisplayR 400', 'Touchscreen': 'Yes', 'Processor': 'Intel Core i7 (11th Gen)', 'Processor Model': '1185G7', 'Processor Clock Speed': '3.0GHz', 'Cache': '12 MB', 'Graphics Processor': 'Intel Iris Xe', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 16GB', 'Memory Slots': '1', 'RAM Type': 'LPDDR4X', 'RAM Speed': '4266MHz', 'Hard Drive Capacity': '1TB', 'Weight': '1.44 Kg', 'Dimensions (mm)': '320 x 217 x 17', 'Colour': 'Shadow Black', 'Warranty': '3 Years', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.1', 'USB Type C': 'Yes, 2', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '8 Hrs', 'Battery Cell': '4 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit Keyboard'}","Rs. 1,51,990",https://pricebaba.com/laptop/lenovo-14itl5-82bg00bsin-intel-core-i7-11th-gen-16gb-1tb-ssd-windows
Dell 3511 (D560661WIN9S) (Intel Core i5 (11th Gen) 16GB 512GB SSD 2GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'WVA AG Narrow Border', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (11th Gen)', 'Processor Model': '1135G7', 'Processor Clock Speed': '2.4GHz', 'Cache': '8 MB', 'Graphics Processor': 'NVIDIA GeForce MX350', 'Graphics Memory': '2 GB', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 16GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'RAM Speed': '2666MHz', 'Hard Drive Capacity': '512GB', 'Weight': '1.8 Kg', 'Dimensions (mm)': '358 x 235 x 18.9', 'Colour': 'Platinum Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '7 Hrs', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad', 'Keyboard': 'English International Backlit Keyboard', 'Fingerprint Scanner': 'No'}","Rs. 67,900",https://pricebaba.com/laptop/dell-3511-d560661win9s-intel-core-i5-11th-gen-16gb-512gb-ssd-2gb-graphics-windows
Dell m15 R7 (ICC-C780015WIN8) ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F 165Hz 3ms with ComfortView Plus, NVIDIA G-SYNC and Advanced Optimus', 'Touchscreen': 'No', 'Processor': 'AMD Octa-Core Ryzen 7', 'Processor Model': '6800H', 'Processor Clock Speed': '4.7GHz', 'Cache': '20 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 3070 Ti', 'Graphics Memory': '8 GB', 'RAM': '16GB', 'Memory Slots': '2', 'RAM Type': 'DDR5', 'RAM Speed': '4800MHz', 'Hard Drive Capacity': '1TB', 'Weight': '2.42 Kg', 'Dimensions (mm)': '356.20 x 272.50 x 23.9', 'Colour': 'Black', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.2', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Speakers': 'Yes', 'Audio Technology': 'Realtek ALC3254', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Cell': '6 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Alienware M Series per-key AlienFX RGB keyboard - US/International'}","Rs. 1,93,699",https://pricebaba.com/laptop/dell-m15-r7-icc-c780015win8-16gb-1tb-ssd-8gb-graphics-windows
Dell m15 R7 (ICC-C780014WIN8) ( 16GB 512GB SSD 6GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F (1920 x 1080) 165Hz 3ms with ComfortView Plus, NVIDIA G-SYNC and Advanced Optimus', 'Touchscreen': 'No', 'Processor': 'AMD Octa-Core Ryzen 7', 'Processor Model': '6800H', 'Processor Clock Speed': '4.7GHz', 'Cache': '20 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 3060', 'Graphics Memory': '6 GB', 'RAM': '16GB', 'Memory Slots': '2', 'RAM Type': 'DDR5', 'RAM Speed': '4800MHz', 'Hard Drive Capacity': '512GB', 'Weight': '2.42 Kg', 'Dimensions (mm)': '356.20 x 272.50 x 23.9', 'Colour': 'Dark Side Of The Moon', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.2', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Speakers': 'Yes', 'Audio Technology': 'Realtek ALC3254', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Cell': '6 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Alienware M Series per-key AlienFX RGB keyboard - US/International'}","Rs. 1,56,699",https://pricebaba.com/laptop/dell-m15-r7-icc-c780014win8-16gb-512gb-ssd-6gb-graphics-windows
Lenovo Gen 7 (82QE0060IN) (Intel Core i7 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '14 inch(35.56 cm)', 'Screen Resolution': '2880 x 1800 pixels', 'Display Type': 'OLED', 'Display Feature': '2.8K (2880 x 1800), OLED, Dolby Vision, Touch, R 500, 100% DCI-P3, 400 Nits, 90Hz', 'Touchscreen': 'Yes', 'Processor': 'Intel Core i7 (12th Gen)', 'Processor Model': '1260P', 'Processor Clock Speed': '3.4GHz', 'Cache': '18 MB', 'Graphics Processor': 'Intel Iris Xe', 'RAM': '16GB', 'Memory Slots': '1', 'RAM Type': 'LPDDR5', 'Hard Drive Capacity': '512GB', 'Weight': '1.42 Kg', 'Dimensions (mm)': '317 x 220 x 17', 'Colour': 'Storm Grey', 'Warranty': '3 Years', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.2', 'USB Type C': 'Yes, 2', 'Input': 'Headphone + Microphone Combo Jack', 'Speakers': 'Yes', 'Audio Technology': 'HD Audio', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '10 Hrs', 'Battery Cell': '4 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit'}","Rs. 1,21,990",https://pricebaba.com/laptop/lenovo-gen-7-82qe0060in-intel-core-i7-12th-gen-16gb-512gb-ssd-windows
Asus G713RS-LL023WS ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '17.3 inch(43.94 cm)', 'Screen Resolution': '2560 x 1440 pixels', 'Display Feature': 'WQ 16:9, Anti-Glare Display, Refresh Rate: 240Hz, Response Time: 3ms, DCI-P3: 100%, Value IPS-Level, Adaptive-Sync', 'Touchscreen': 'No', 'Processor': 'AMD Octa-Core Ryzen 9', 'Processor Model': '6900HX', 'Processor Clock Speed': '4.8GHz', 'Cache': '20 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 3080', 'Graphics Memory': '8 GB', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 64GB', 'Memory Slots': '2', 'RAM Type': 'DDR5', 'RAM Speed': '4800MHz', 'Hard Drive Capacity': '1TB', 'Weight': '2.90 Kg', 'Dimensions (mm)': '395 x 282 x 23', 'Colour': 'Volt Green', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Adaptor, FHD 1080P@60FPS external camera, User Manual', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.2', 'USB Type C': 'Yes, 2', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '8 Hrs', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit Chiclet Keyboard'}","Rs. 2,10,990",https://pricebaba.com/laptop/asus-g713rs-ll023ws-16gb-1tb-ssd-8gb-graphics-windows
